"seqnames","start","end","width","strand","name"
"3",49549305,49554366,5062,"*","ENSG00000226913.2"
"3",49554476,49671549,117074,"*","ENSG00000164061.5"
"3",49640482,49641769,1288,"*","ENSG00000235120.1"
"3",49674013,49683971,9959,"*","ENSG00000164062.13"
"3",49683946,49689501,5556,"*","ENSG00000173531.15"
"3",49684479,49684983,505,"*","ENSG00000259970.1"
"3",49689537,49721529,31993,"*","ENSG00000164068.16"
"3",49716828,49719684,2857,"*","ENSG00000176020.9"
"3",49716843,49723951,7109,"*","ENSG00000173540.12"
"3",49724293,49786542,62250,"*","ENSG00000176095.12"
"3",49758482,49758656,175,"*","ENSG00000239576.1"
"3",49775284,49775614,331,"*","ENSG00000244730.1"
"3",49790731,49799873,9143,"*","ENSG00000187492.9"
"3",49803260,49805030,1771,"*","ENSG00000185614.6"
"3",49805208,49813953,8746,"*","ENSG00000182179.13"
"3",49806136,49806245,110,"*","ENSG00000283726.1"
"3",49828600,49856574,27975,"*","ENSG00000183763.9"
"3",49857987,49869935,11949,"*","ENSG00000164076.17"
"3",49863374,49863660,287,"*","ENSG00000264706.2"
"3",49873346,49877305,3960,"*","ENSG00000234667.2"
"3",49887001,49903873,16873,"*","ENSG00000164078.13"
"3",49899301,49903757,4457,"*","ENSG00000230698.1"
"3",49903844,49916937,13094,"*","ENSG00000228008.1"
"3",49907159,49930173,23015,"*","ENSG00000164077.14"
"3",49940006,50100045,160040,"*","ENSG00000004534.15"
"3",50088918,50119021,30104,"*","ENSG00000003756.17"
"3",50099602,50100988,1387,"*","ENSG00000281691.1"
"3",50116021,50156085,40065,"*","ENSG00000235016.1"
"3",50155044,50189075,34032,"*","ENSG00000001617.12"
"3",50173325,50173419,95,"*","ENSG00000207922.1"
"3",50191609,50197696,6088,"*","ENSG00000114349.10"
"3",50205245,50221486,16242,"*","ENSG00000188338.15"
"3",50226291,50259362,33072,"*","ENSG00000114353.17"
"3",50227435,50227490,56,"*","ENSG00000275334.1"
"3",50239617,50239984,368,"*","ENSG00000213600.3"
"3",50260302,50263358,3057,"*","ENSG00000230454.1"
"3",50266640,50267371,732,"*","ENSG00000232352.1"
"3",50267557,50277546,9990,"*","ENSG00000012171.20"
"3",50273235,50273297,63,"*","ENSG00000283848.1"
"3",50279086,50288114,9029,"*","ENSG00000179564.4"
"3",50287731,50292918,5188,"*","ENSG00000214706.10"
"3",50292830,50299405,6576,"*","ENSG00000186792.17"
"3",50296401,50299421,3021,"*","ENSG00000243477.5"
"3",50299889,50312381,12493,"*","ENSG00000114378.17"
"3",50317789,50322782,4994,"*","ENSG00000068001.14"
"3",50320026,50328251,8226,"*","ENSG00000114383.10"
"3",50329781,50340980,11200,"*","ENSG00000068028.17"
"3",50337510,50338300,791,"*","ENSG00000281358.1"
"3",50341105,50345697,4593,"*","ENSG00000235058.1"
"3",50341109,50345732,4624,"*","ENSG00000004838.14"
"3",50347329,50350826,3498,"*","ENSG00000114388.14"
"3",50350694,50358460,7767,"*","ENSG00000114395.10"
"3",50350891,50367923,17033,"*","ENSG00000272104.1"
"3",50354749,50359521,4773,"*","ENSG00000126062.4"
"3",50362798,50504244,141447,"*","ENSG00000007402.11"
"3",50365333,50368197,2865,"*","ENSG00000271858.5"
"3",50419780,50419899,120,"*","ENSG00000202322.1"
"3",50558024,50571027,13004,"*","ENSG00000088543.15"
"3",50569151,50596168,27018,"*","ENSG00000114735.9"
"3",50599878,50601148,1271,"*","ENSG00000280382.1"
"3",50606489,50611831,5343,"*","ENSG00000114737.15"
"3",50611519,50649291,37773,"*","ENSG00000114738.11"
"3",50669988,50672048,2061,"*","ENSG00000273356.1"
"3",50674926,51384198,709273,"*","ENSG00000088538.13"
"3",50675079,50675163,85,"*","ENSG00000272543.1"
"3",50685550,50685791,242,"*","ENSG00000228337.1"
"3",50719481,50719951,471,"*","ENSG00000213587.3"
"3",50786673,50788285,1613,"*","ENSG00000235278.2"
"3",50876711,50877657,947,"*","ENSG00000240959.1"
"3",51385290,51389397,4108,"*","ENSG00000145050.18"
"3",51391284,51397908,6625,"*","ENSG00000259956.2"
"3",51395866,51500002,104137,"*","ENSG00000145041.15"
"3",51541143,51668667,127525,"*","ENSG00000164080.13"
"3",51611437,51611562,126,"*","ENSG00000221015.1"
"3",51662692,51704323,41632,"*","ENSG00000164081.12"
"3",51668591,51671176,2586,"*","ENSG00000288063.1"
"3",51694464,51694582,119,"*","ENSG00000201595.1"
"3",51707067,51718613,11547,"*","ENSG00000164082.15"
"3",51778560,51779241,682,"*","ENSG00000214686.7"
"3",51798802,51833389,34588,"*","ENSG00000285749.2"
"3",51817602,51819635,2034,"*","ENSG00000224792.7"
"3",51826882,51830856,3975,"*","ENSG00000229972.8"
"3",51861614,51863424,1811,"*","ENSG00000184345.5"
"3",51872177,51872464,288,"*","ENSG00000241789.3"
"3",51873595,51875767,2173,"*","ENSG00000235455.1"
"3",51873720,51875601,1882,"*","ENSG00000214681.4"
"3",51894875,51903353,8479,"*","ENSG00000173389.16"
"3",51927070,51932483,5414,"*","ENSG00000287707.1"
"3",51933428,51941904,8477,"*","ENSG00000114767.7"
"3",51942344,51948867,6524,"*","ENSG00000041880.14"
"3",51951848,51953902,2055,"*","ENSG00000280422.1"
"3",51955380,51957499,2120,"*","ENSG00000180929.6"
"3",51957453,51974016,16564,"*","ENSG00000090097.21"
"3",51961211,51974031,12821,"*","ENSG00000272762.5"
"3",51968509,51983409,14901,"*","ENSG00000114779.19"
"3",51971425,51981199,9775,"*","ENSG00000248487.9"
"3",51974705,51989183,14479,"*","ENSG00000114786.16"
"3",51983339,51989197,5859,"*","ENSG00000243989.9"
"3",51993521,51995895,2375,"*","ENSG00000162244.12"
"3",52046762,52048657,1896,"*","ENSG00000285685.1"
"3",52048918,52056571,7654,"*","ENSG00000164086.10"
"3",52075225,52154690,79466,"*","ENSG00000164087.8"
"3",52183721,52186834,3114,"*","ENSG00000286419.1"
"3",52193169,52194785,1617,"*","ENSG00000242849.2"
"3",52198085,52214327,16243,"*","ENSG00000023330.15"
"3",52217015,52219012,1998,"*","ENSG00000280003.1"
"3",52221079,52226163,5085,"*","ENSG00000239732.3"
"3",52221080,52231190,10111,"*","ENSG00000173366.11"
"3",52228611,52239158,10548,"*","ENSG00000247596.9"
"3",52239257,52241097,1841,"*","ENSG00000243224.1"
"3",52245758,52250599,4842,"*","ENSG00000164088.18"
"3",52254433,52288020,33588,"*","ENSG00000164091.12"
"3",52268277,52268361,85,"*","ENSG00000199150.3"
"3",52287088,52295257,8170,"*","ENSG00000168237.18"
"3",52288579,52299067,10489,"*","ENSG00000242797.3"
"3",52294218,52294308,91,"*","ENSG00000207926.1"
"3",52316318,52400491,84174,"*","ENSG00000114841.17"
"3",52373651,52374882,1232,"*","ENSG00000239557.1"
"3",52401007,52410008,9002,"*","ENSG00000163930.10"
"3",52410659,52423641,12983,"*","ENSG00000010318.21"
"3",52433034,52445103,12070,"*","ENSG00000010319.7"
"3",52451099,52454041,2943,"*","ENSG00000114854.8"
"3",52455117,52493068,37952,"*","ENSG00000010322.16"
"3",52495337,52524495,29159,"*","ENSG00000010327.10"
"3",52524384,52535054,10671,"*","ENSG00000168268.11"
"3",52534012,52579237,45226,"*","ENSG00000168273.8"
"3",52545351,52685917,140567,"*","ENSG00000163939.18"
"3",52551845,52551943,99,"*","ENSG00000252768.1"
"3",52560569,52560707,139,"*","ENSG00000221518.1"
"3",52681155,52694497,13343,"*","ENSG00000163938.17"
"3",52688881,52688961,81,"*","ENSG00000280904.1"
"3",52688889,52688962,74,"*","ENSG00000252787.2"
"3",52689247,52689315,69,"*","ENSG00000212493.1"
"3",52690743,52690827,85,"*","ENSG00000238862.1"
"3",52691377,52691453,77,"*","ENSG00000222345.1"
"3",52692735,52692812,78,"*","ENSG00000212452.1"
"3",52694487,52706032,11546,"*","ENSG00000016864.18"
"3",52704954,52711148,6195,"*","ENSG00000114902.14"
"3",52708443,52770946,62504,"*","ENSG00000114904.13"
"3",52732546,52733867,1322,"*","ENSG00000275956.1"
"3",52734734,52735013,280,"*","ENSG00000270941.1"
"3",52753525,52754690,1166,"*","ENSG00000271137.1"
"3",52777594,52792068,14475,"*","ENSG00000055957.11"
"3",52794767,52809009,14243,"*","ENSG00000162267.12"
"3",52812961,52830688,17728,"*","ENSG00000055955.17"
"3",52813281,52835729,22449,"*","ENSG00000243696.5"
"3",52823934,52825314,1381,"*","ENSG00000239799.1"
"3",52833113,52835019,1907,"*","ENSG00000272573.6"
"3",52833120,52897562,64443,"*","ENSG00000248592.7"
"3",52836218,52897548,61331,"*","ENSG00000213533.12"
"3",52846462,52846552,91,"*","ENSG00000275789.1"
"3",52848084,52848553,470,"*","ENSG00000279144.1"
"3",52903571,53046750,143180,"*","ENSG00000163935.14"
"3",52969118,53099453,130336,"*","ENSG00000272305.5"
"3",53046165,53048122,1958,"*","ENSG00000280417.1"
"3",53064282,53065091,810,"*","ENSG00000242142.1"
"3",53088482,53130453,41972,"*","ENSG00000163933.10"
"3",53156008,53192717,36710,"*","ENSG00000163932.15"
"3",53196819,53197359,541,"*","ENSG00000286531.1"
"3",53224711,53256052,31342,"*","ENSG00000163931.16"
"3",53283428,53347586,64159,"*","ENSG00000272886.6"
"3",53290639,53290751,113,"*","ENSG00000274967.1"
"3",53328962,53813733,484772,"*","ENSG00000157388.19"
"3",53333059,53333128,70,"*","ENSG00000207109.1"
"3",53387712,53387836,125,"*","ENSG00000212608.1"
"3",53474699,53475089,391,"*","ENSG00000227224.1"
"3",53530321,53530401,81,"*","ENSG00000251987.1"
"3",53797763,53798019,257,"*","ENSG00000271916.1"
"3",53812334,53846419,34086,"*","ENSG00000016391.11"
"3",53846567,53865794,19228,"*","ENSG00000056736.10"
"3",53858993,53861576,2584,"*","ENSG00000271976.1"
"3",53867065,53882152,15088,"*","ENSG00000113812.14"
"3",53884416,53891962,7547,"*","ENSG00000113811.11"
"3",54033987,54058864,24878,"*","ENSG00000288029.1"
"3",54047748,54048793,1046,"*","ENSG00000242983.1"
"3",54057689,54125377,67689,"*","ENSG00000286353.1"
"3",54122546,55074557,952012,"*","ENSG00000157445.15"
"3",54626214,54626646,433,"*","ENSG00000229806.1"
"3",54632121,54639857,7737,"*","ENSG00000265992.1"
"3",54874604,54901255,26652,"*","ENSG00000243715.1"
"3",54918230,54967088,48859,"*","ENSG00000144771.8"
"3",55166909,55175732,8824,"*","ENSG00000239991.1"
"3",55178171,55189214,11044,"*","ENSG00000243572.1"
"3",55226861,55300738,73878,"*","ENSG00000240708.2"
"3",55335461,55350915,15455,"*","ENSG00000242568.1"
"3",55360442,55361829,1388,"*","ENSG00000242775.1"
"3",55465714,55490539,24826,"*","ENSG00000114251.14"
"3",55487698,55488308,611,"*","ENSG00000244586.1"
"3",55493829,55505261,11433,"*","ENSG00000242317.1"
"3",55508310,56468467,960158,"*","ENSG00000187672.13"
"3",55610602,55613104,2503,"*","ENSG00000240777.2"
"3",55657205,55659382,2178,"*","ENSG00000281708.1"
"3",55852491,55852594,104,"*","ENSG00000264013.1"
"3",56072103,56072407,305,"*","ENSG00000200379.1"
"3",56185103,56185222,120,"*","ENSG00000200238.1"
"3",56557160,56621837,64678,"*","ENSG00000180376.17"
"3",56620132,56683237,63106,"*","ENSG00000163946.13"
"3",56727417,57079329,351913,"*","ENSG00000163947.11"
"3",56940039,56960854,20816,"*","ENSG00000240198.5"
"3",57060663,57075432,14770,"*","ENSG00000186451.2"
"3",57078942,57080101,1160,"*","ENSG00000272202.1"
"3",57089981,57170306,80326,"*","ENSG00000144730.18"
"3",57134141,57134723,583,"*","ENSG00000229863.1"
"3",57197837,57227606,29770,"*","ENSG00000163666.10"
"3",57227725,57278105,50381,"*","ENSG00000157500.12"
"3",57268341,57292685,24345,"*","ENSG00000239388.9"
"3",57293082,57300187,7106,"*","ENSG00000286952.1"
"3",57293698,57544344,250647,"*","ENSG00000174844.14"
"3",57493666,57493780,115,"*","ENSG00000212392.1"
"3",57512449,57512555,107,"*","ENSG00000206918.1"
"3",57519668,57520010,343,"*","ENSG00000239831.1"
"3",57530344,57530967,624,"*","ENSG00000237186.1"
"3",57536251,57536358,108,"*","ENSG00000202428.1"
"3",57548837,57548945,109,"*","ENSG00000206815.1"
"3",57555580,57556054,475,"*","ENSG00000287502.1"
"3",57556273,57566848,10576,"*","ENSG00000174840.9"
"3",57571362,57598220,26859,"*","ENSG00000168374.11"
"3",57597530,57600927,3398,"*","ENSG00000272146.6"
"3",57619446,57619572,127,"*","ENSG00000210841.1"
"3",57625453,57693077,67625,"*","ENSG00000174839.13"
"3",57628809,57654918,26110,"*","ENSG00000239801.1"
"3",57693204,57696596,3393,"*","ENSG00000241933.1"
"3",57755449,57930003,174555,"*","ENSG00000163681.15"
"3",57800055,57801448,1394,"*","ENSG00000270772.1"
"3",57941817,57942304,488,"*","ENSG00000213509.4"
"3",58008399,58172251,163853,"*","ENSG00000136068.14"
"3",58162546,58170636,8091,"*","ENSG00000244161.1"
"3",58174477,58178374,3898,"*","ENSG00000283148.1"
"3",58180008,58187495,7488,"*","ENSG00000283511.1"
"3",58192256,58214697,22442,"*","ENSG00000163687.14"
"3",58237531,58295693,58163,"*","ENSG00000163686.15"
"3",58306246,58324695,18450,"*","ENSG00000163684.11"
"3",58306261,58318574,12314,"*","ENSG00000255154.7"
"3",58329964,58330118,155,"*","ENSG00000273493.1"
"3",58332879,58426127,93249,"*","ENSG00000168297.16"
"3",58379216,58379525,310,"*","ENSG00000275607.1"
"3",58427629,58433857,6229,"*","ENSG00000168291.13"
"3",58428254,58428815,562,"*","ENSG00000272182.1"
"3",58490829,58491291,463,"*","ENSG00000272360.1"
"3",58492095,58502360,10266,"*","ENSG00000168301.13"
"3",58505135,58537283,32149,"*","ENSG00000168306.13"
"3",58511309,58511676,368,"*","ENSG00000236722.1"
"3",58564116,58627610,63495,"*","ENSG00000168309.18"
"3",58572743,58574319,1577,"*","ENSG00000243384.1"
"3",58607079,58644491,37413,"*","ENSG00000244383.2"
"3",58633945,58666834,32890,"*","ENSG00000198643.7"
"3",58717364,59050084,332721,"*","ENSG00000163689.20"
"3",58824436,59019093,194658,"*","ENSG00000242428.6"
"3",59050163,59754808,704646,"*","ENSG00000243295.2"
"3",59380023,59388704,8682,"*","ENSG00000243903.1"
"3",59464329,59510678,46350,"*","ENSG00000242545.1"
"3",59535862,59536415,554,"*","ENSG00000241804.1"
"3",59584168,59584445,278,"*","ENSG00000277592.1"
"3",59747276,61251459,1504184,"*","ENSG00000189283.10"
"3",59809268,59811310,2043,"*","ENSG00000287649.1"
"3",60616821,60618079,1259,"*","ENSG00000240097.1"
"3",60617804,60617870,67,"*","ENSG00000281426.1"
"3",60690224,60690719,496,"*","ENSG00000232407.3"
"3",60730054,60730644,591,"*","ENSG00000225673.3"
"3",60732143,60732636,494,"*","ENSG00000244183.1"
"3",60856388,60856605,218,"*","ENSG00000212211.2"
"3",61561568,62297609,736042,"*","ENSG00000144724.20"
"3",61739126,61739229,104,"*","ENSG00000252420.1"
"3",61742454,61743106,653,"*","ENSG00000226360.5"
"3",62118299,62118510,212,"*","ENSG00000252184.1"
"3",62124203,62124608,406,"*","ENSG00000237456.3"
"3",62221248,62369406,148159,"*","ENSG00000241472.7"
"3",62318972,62336213,17242,"*","ENSG00000114405.10"
"3",62369680,62374324,4645,"*","ENSG00000153266.13"
"3",62398345,62875416,477072,"*","ENSG00000163618.18"
"3",62779175,62779785,611,"*","ENSG00000225662.2"
"3",62796123,62796419,297,"*","ENSG00000244632.3"
"3",62814381,62814491,111,"*","ENSG00000252449.1"
"3",62926370,62926882,513,"*","ENSG00000226082.2"
"3",62950429,63125062,174634,"*","ENSG00000244342.5"
"3",63096373,63097711,1339,"*","ENSG00000242841.1"
"3",63203217,63203448,232,"*","ENSG00000240359.1"
"3",63228314,63616924,388611,"*","ENSG00000163630.11"
"3",63423595,63550051,126457,"*","ENSG00000241359.1"
"3",63545439,63545535,97,"*","ENSG00000252301.1"
"3",63652674,63679020,26347,"*","ENSG00000188817.8"
"3",63741826,63827445,85620,"*","ENSG00000224479.6"
"3",63819298,63848636,29339,"*","ENSG00000163632.14"
"3",63833869,63863868,30000,"*","ENSG00000163634.12"
"3",63860644,63861819,1176,"*","ENSG00000240549.2"
"3",63863154,63905838,42685,"*","ENSG00000285399.2"
"3",63864556,64003462,138907,"*","ENSG00000285258.1"
"3",63898398,64003453,105056,"*","ENSG00000163635.18"
"3",63911517,63911772,256,"*","ENSG00000280620.1"
"3",64004021,64012148,8128,"*","ENSG00000239653.1"
"3",64008081,64008692,612,"*","ENSG00000271843.1"
"3",64010548,64024010,13463,"*","ENSG00000163636.10"
"3",64011963,64016246,4284,"*","ENSG00000243410.1"
"3",64019507,64019925,419,"*","ENSG00000272181.1"
"3",64067963,64103131,35169,"*","ENSG00000241111.1"
"3",64071806,64072019,214,"*","ENSG00000200222.2"
"3",64078360,64087363,9004,"*","ENSG00000189196.4"
"3",64092235,64445476,353242,"*","ENSG00000163637.13"
"3",64099272,64101122,1851,"*","ENSG00000241572.1"
"3",64103469,64106056,2588,"*","ENSG00000241101.1"
"3",64174400,64175147,748,"*","ENSG00000239926.1"
"3",64187543,64200965,13423,"*","ENSG00000226017.2"
"3",64445230,64456070,10841,"*","ENSG00000244564.2"
"3",64511754,64511857,104,"*","ENSG00000212340.1"
"3",64515653,64688000,172348,"*","ENSG00000163638.13"
"3",64561321,64592757,31437,"*","ENSG00000241158.7"
"3",64684908,65053439,368532,"*","ENSG00000241684.6"
"3",65174915,65193509,18595,"*","ENSG00000243149.2"
"3",65353524,66038834,685311,"*","ENSG00000151276.23"
"3",65359267,65359717,451,"*","ENSG00000270059.1"
"3",65687300,65688468,1169,"*","ENSG00000244226.1"
"3",65843889,65844446,558,"*","ENSG00000223409.1"
"3",65872814,65954558,81745,"*","ENSG00000272610.1"
"3",65893815,65925297,31483,"*","ENSG00000240175.1"
"3",66003838,66003940,103,"*","ENSG00000202071.1"
"3",66008769,66009200,432,"*","ENSG00000203647.2"
"3",66133609,66388116,254508,"*","ENSG00000144741.17"
"3",66293113,66293220,108,"*","ENSG00000206759.1"
"3",66323854,66324152,299,"*","ENSG00000241587.3"
"3",66378796,66501263,122468,"*","ENSG00000144749.13"
"3",66622759,66623102,344,"*","ENSG00000271174.1"
"3",66637148,66637412,265,"*","ENSG00000214560.4"
"3",66780075,66824439,44365,"*","ENSG00000288039.1"
"3",66794040,66796921,2882,"*","ENSG00000285738.1"
"3",66997167,66998020,854,"*","ENSG00000287873.1"
"3",66998306,67011210,12905,"*","ENSG00000163376.11"
"3",67225463,67225527,65,"*","ENSG00000283298.1"
"3",67296299,67306359,10061,"*","ENSG00000241884.2"
"3",67360459,67654614,294156,"*","ENSG00000172340.14"
"3",67513939,67514320,382,"*","ENSG00000242510.1"
"3",67654668,67947713,293046,"*","ENSG00000241316.8"
"3",68004246,68545621,541376,"*","ENSG00000183662.11"
"3",68145003,68145630,628,"*","ENSG00000214552.4"
"3",68192397,68192580,184,"*","ENSG00000240568.1"
"3",68500612,68505873,5262,"*","ENSG00000286967.1"
"3",68633705,68634356,652,"*","ENSG00000244640.1"
"3",68635704,68637024,1321,"*","ENSG00000241506.1"
"3",68731765,68953297,221533,"*","ENSG00000163377.16"
"3",68882966,68883091,126,"*","ENSG00000252828.1"
"3",68975216,69013684,38469,"*","ENSG00000163378.14"
"3",69013940,69056622,42683,"*","ENSG00000244513.7"
"3",69019826,69052339,32514,"*","ENSG00000144747.17"
"3",69048957,69049035,79,"*","ENSG00000265355.1"
"3",69054729,69080408,25680,"*","ENSG00000144744.17"
"3",69084936,69106092,21157,"*","ENSG00000144746.7"
"3",69106871,69123032,16162,"*","ENSG00000163380.15"
"3",69168781,69542583,373803,"*","ENSG00000114541.15"
"3",69471451,69472532,1082,"*","ENSG00000239263.1"
"3",69535663,69536693,1031,"*","ENSG00000240265.1"
"3",69564105,69571172,7068,"*","ENSG00000240842.2"
"3",69591340,69593121,1782,"*","ENSG00000241667.1"
"3",69739434,69968337,228904,"*","ENSG00000187098.15"
"3",69769486,69769773,288,"*","ENSG00000241665.3"
"3",69999549,70518064,518516,"*","ENSG00000240405.7"
"3",70125069,70126609,1541,"*","ENSG00000271034.1"
"3",70140216,70140488,273,"*","ENSG00000242728.1"
"3",70194478,70312638,118161,"*","ENSG00000242120.4"
"3",70605419,70617605,12187,"*","ENSG00000287487.1"
"3",70617765,70620325,2561,"*","ENSG00000287669.1"
"3",70751122,70751350,229,"*","ENSG00000240156.1"
"3",70753853,70754573,721,"*","ENSG00000243873.1"
"3",70808349,70808452,104,"*","ENSG00000206939.1"
"3",70952816,71583993,631178,"*","ENSG00000114861.20"
"3",70959225,71754229,795005,"*","ENSG00000285708.1"
"3",71289768,71305853,16086,"*","ENSG00000244203.2"
"3",71541969,71542089,121,"*","ENSG00000221264.1"
"3",71567862,71571112,3251,"*","ENSG00000274387.1"
"3",71570254,71574457,4204,"*","ENSG00000242094.1"
"3",71581720,71628558,46839,"*","ENSG00000277855.1"
"3",71584942,71587409,2468,"*","ENSG00000270562.1"
"3",71675413,71754773,79361,"*","ENSG00000163412.13"
"3",71753854,71756496,2643,"*","ENSG00000170837.3"
"3",71771654,71785206,13553,"*","ENSG00000163421.9"
"3",71785427,71786425,999,"*","ENSG00000287131.1"
"3",71827176,71827471,296,"*","ENSG00000239250.3"
"3",71943591,72279503,335913,"*","ENSG00000241163.8"
"3",72006773,72006975,203,"*","ENSG00000244130.1"
"3",72061060,72069933,8874,"*","ENSG00000273461.5"
"3",72080563,72084641,4079,"*","ENSG00000276471.1"
"3",72085108,72085287,180,"*","ENSG00000239350.2"
"3",72086887,72087725,839,"*","ENSG00000242609.1"
"3",72151235,72207776,56542,"*","ENSG00000243083.7"
"3",72178278,72178810,533,"*","ENSG00000272774.1"
"3",72202943,72209914,6972,"*","ENSG00000242618.2"
"3",72301615,72319429,17815,"*","ENSG00000287882.1"
"3",72321050,72324027,2978,"*","ENSG00000260670.1"
"3",72371824,72446621,74798,"*","ENSG00000163602.10"
"3",72504805,72550552,45748,"*","ENSG00000244345.1"
"3",72576690,72576854,165,"*","ENSG00000199469.1"
"3",72583369,72583535,167,"*","ENSG00000239568.1"
"3",72691704,72691811,108,"*","ENSG00000222838.1"
"3",72738917,72740525,1609,"*","ENSG00000287595.1"
"3",72749276,72861914,112639,"*","ENSG00000144736.14"
"3",72772538,72773471,934,"*","ENSG00000241537.1"
"3",72876736,72878102,1367,"*","ENSG00000240135.1"
"3",72884233,72884679,447,"*","ENSG00000271266.1"
"3",72888045,72998138,110094,"*","ENSG00000172986.13"
"3",72926954,72927237,284,"*","ENSG00000276890.1"
"3",72929043,72929593,551,"*","ENSG00000242960.1"
"3",72996802,73069198,72397,"*","ENSG00000163605.15"
"3",73027807,73027873,67,"*","ENSG00000238959.1"
"3",73061658,73063337,1680,"*","ENSG00000255423.1"
"3",73092147,73092257,111,"*","ENSG00000252651.1"
"3",73110991,73111182,192,"*","ENSG00000223247.1"
"3",73182500,73183291,792,"*","ENSG00000182921.9"
"3",73241788,73241896,109,"*","ENSG00000252937.1"
"3",73382430,73624941,242512,"*","ENSG00000121440.15"
"3",73593939,73594002,64,"*","ENSG00000239119.1"
"3",73621712,73626796,5085,"*","ENSG00000239677.6"
"3",73624409,73627626,3218,"*","ENSG00000278934.1"
"3",73648398,73648807,410,"*","ENSG00000242364.1"
"3",73805753,73902960,97208,"*","ENSG00000242741.2"
"3",73959641,73959927,287,"*","ENSG00000278554.1"
"3",73999804,74005609,5806,"*","ENSG00000239454.1"
"3",74101348,74103553,2206,"*","ENSG00000223738.3"
"3",74135958,74136892,935,"*","ENSG00000213452.4"
"3",74262567,74521140,258574,"*","ENSG00000113805.8"
"3",75084154,75085237,1084,"*","ENSG00000241022.1"
"3",75182753,75183048,296,"*","ENSG00000242638.3"
"3",75214475,75214549,75,"*","ENSG00000266780.1"
"3",75214509,75240770,26262,"*","ENSG00000287398.1"
"3",75214630,75215636,1007,"*","ENSG00000213300.5"
"3",75328548,75339071,10524,"*","ENSG00000228868.3"
"3",75347832,75348787,956,"*","ENSG00000243674.1"
"3",75356436,75362268,5833,"*","ENSG00000179799.9"
"3",75370447,75371342,896,"*","ENSG00000230655.3"
"3",75384058,75391810,7753,"*","ENSG00000244699.1"
"3",75395187,75395320,134,"*","ENSG00000240665.1"
"3",75395403,75395536,134,"*","ENSG00000242953.1"
"3",75415069,75422143,7075,"*","ENSG00000238278.3"
"3",75421551,75435110,13560,"*","ENSG00000244026.6"
"3",75435231,75538029,102799,"*","ENSG00000272690.6"
"3",75446768,75491202,44435,"*","ENSG00000239959.1"
"3",75521802,75522012,211,"*","ENSG00000243794.1"
"3",75540048,75580199,40152,"*","ENSG00000272710.2"
"3",75542148,75542929,782,"*","ENSG00000244674.1"
"3",75590297,75590649,353,"*","ENSG00000239383.1"
"3",75598651,75599673,1023,"*","ENSG00000244222.2"
"3",75619505,75623849,4345,"*","ENSG00000172971.7"
"3",75624274,75670156,45883,"*","ENSG00000243422.2"
"3",75624898,75625188,291,"*","ENSG00000282912.1"
"3",75629992,75634057,4066,"*","ENSG00000282511.1"
"3",75630762,75630858,97,"*","ENSG00000283894.1"
"3",75653560,75654773,1214,"*","ENSG00000241532.1"
"3",75658533,75659014,482,"*","ENSG00000241622.1"
"3",75664329,75667220,2892,"*","ENSG00000172969.7"
"3",75668930,75670185,1256,"*","ENSG00000236138.4"
"3",75672299,75742048,69750,"*","ENSG00000242516.2"
"3",75678659,75785583,106925,"*","ENSG00000227124.11"
"3",75738279,75738363,85,"*","ENSG00000266396.1"
"3",75906694,77649964,1743271,"*","ENSG00000185008.17"
"3",75964979,75965069,91,"*","ENSG00000222883.1"
"3",76434017,76435428,1412,"*","ENSG00000240809.1"
"3",77092056,77092163,108,"*","ENSG00000199520.1"
"3",77316751,77317598,848,"*","ENSG00000213450.4"
"3",77567507,77571881,4375,"*","ENSG00000287567.1"
"3",77811740,77811844,105,"*","ENSG00000206891.1"
"3",78038704,78046794,8091,"*","ENSG00000244461.1"
"3",78087403,78092270,4868,"*","ENSG00000240573.1"
"3",78115157,78115457,301,"*","ENSG00000243957.3"
"3",78161697,78161992,296,"*","ENSG00000222574.1"
"3",78266939,78294731,27793,"*","ENSG00000240241.5"
"3",78525100,78525485,386,"*","ENSG00000239226.1"
"3",78597238,79767998,1170761,"*","ENSG00000169855.20"
"3",78758973,78759374,402,"*","ENSG00000240752.1"
"3",78938008,78938292,285,"*","ENSG00000240964.3"
"3",79411713,79470827,59115,"*","ENSG00000288105.1"
"3",79507886,79507969,84,"*","ENSG00000265193.1"
"3",79957565,79958142,578,"*","ENSG00000243877.1"
"3",80163326,80164795,1470,"*","ENSG00000271389.1"
"3",80216260,80217234,975,"*","ENSG00000239699.1"
"3",80442080,80442305,226,"*","ENSG00000242586.1"
"3",80602715,80677898,75184,"*","ENSG00000286329.1"
"3",80761041,80788963,27923,"*","ENSG00000242828.1"
"3",80764861,80789388,24528,"*","ENSG00000242781.2"
"3",80993853,81105182,111330,"*","ENSG00000243694.3"
"3",81208192,81208914,723,"*","ENSG00000242145.1"
"3",81246578,81297345,50768,"*","ENSG00000241593.5"
"3",81359738,81368191,8454,"*","ENSG00000287053.1"
"3",81366989,81368021,1033,"*","ENSG00000244281.1"
"3",81489702,81761645,271944,"*","ENSG00000114480.13"
"3",81509475,81509664,190,"*","ENSG00000222389.1"
"3",81612237,81612805,569,"*","ENSG00000241319.1"
"3",81612789,81613075,287,"*","ENSG00000240404.2"
"3",81762705,81764756,2052,"*","ENSG00000242190.1"
"3",81840513,81953534,113022,"*","ENSG00000242009.2"
"3",81986137,82463675,477539,"*","ENSG00000239440.6"
